seed,arm,homeownership_rate,rental_vacancy_rate,mean_ltv_owner_occupier,mean_lti_owner_occupier,annual_appreciation_g
21,baseline,0.21763085399449036,0.09343434343434344,0.7596473391921136,2.5862661770567748,0.012453095242621837
22,baseline,0.2628398791540785,0.1784776902887139,0.8204653991096039,2.5129297846387098,-0.0019222966594979463
23,baseline,0.27298850574712646,0.16336633663366337,0.7814682572160953,2.6200129389128355,0.06877850281044862
24,baseline,0.3134715025906736,0.10301507537688442,0.7910867152436653,2.4603472929130814,0.024426862787331194
25,baseline,0.2582781456953642,0.211340206185567,0.791800101228314,2.603081688363897,-0.0014493322905561046
26,baseline,0.30344827586206896,0.03424657534246575,0.779745976215801,2.674251631859442,0.024156796681563453
27,baseline,0.2699228791773779,0.05808080808080808,0.7743200034206711,2.562415900785615,-0.010681654235739302
28,baseline,0.271689497716895,0.011655011655011656,0.7793944730882985,2.5228377877393307,0.03741932977876705
29,baseline,0.3059490084985836,0.1174934725848564,0.7913917760224716,2.545274725445157,0.042113326143472296
30,baseline,0.23872679045092837,0.08040201005025126,0.7496703336234404,2.4906290824893795,-0.03
31,baseline,0.31645569620253167,0.07711442786069651,0.7795707148691611,2.6909808176750847,0.009621172662281241
32,baseline,0.23543123543123542,0.05442176870748299,0.7585084797482161,2.737849785845817,0.13126899999083053
33,baseline,0.2589641434262948,0.0,0.7602395194101962,2.491002137203079,0.09279758579907504
34,baseline,0.23929471032745592,0.08845208845208845,0.7775354412538075,2.4822735858310465,0.002039454542805741
35,baseline,0.2415966386554622,0.006437768240343348,0.760582191470363,2.493002769488708,0.05794274496644425
36,baseline,0.2026315789473684,0.0951219512195122,0.752384036178762,2.7337105279364806,0.025228955679763576
37,baseline,0.21479713603818615,0.07424593967517401,0.7692170850962445,2.6561472341827628,0.0
38,baseline,0.30217391304347824,0.02631578947368421,0.7750643571984746,2.4885638910368937,0.026696947296304785
39,baseline,0.23482849604221637,0.02197802197802198,0.7732937448695111,2.7813618951583994,0.029862141077689364
0,policy,0.26239067055393583,0.15920398009950248,0.7801378582199073,2.6752417784613476,-0.004931199160815969
1,policy,0.1770573566084788,0.029339853300733496,0.7510492561503781,2.6955968307515032,0.023724639456177865
2,policy,0.2616822429906542,0.0,0.7691572176605866,2.72727194811265,0.009717568600406512
3,policy,0.2665094339622642,0.019138755980861243,0.7707481167154913,2.737610649855509,0.024481667191318168
4,policy,0.25227272727272726,0.004454342984409799,0.7826648979735072,2.699241223258198,-0.01832357655025585
5,policy,0.29493087557603687,0.0,0.7746400647808822,2.520727853823752,0.039380114124693444
6,policy,0.23777777777777778,0.0447427293064877,0.7691722573348628,2.6615562175209173,0.006200929607462102
7,policy,0.20398009950248755,0.04218362282878412,0.7557025469013865,2.634677210898643,-0.013550008554357729
8,policy,0.24867724867724866,0.1089588377723971,0.774495096974881,2.765959519541628,-0.003043057219232592
9,policy,0.25,0.0779816513761468,0.7786758563248479,2.7314614731540816,0.06508036133796158
10,policy,0.2545454545454545,0.00823045267489712,0.7604247894106321,2.4464783296577983,0.019767376294735017
11,policy,0.2521246458923513,0.17401960784313725,0.783146873512952,2.7073157177341525,0.022157945334774665
12,policy,0.32460732984293195,0.05793450881612091,0.8001372787639023,2.5711208672686534,0.004331695319117035
13,policy,0.2438423645320197,0.030878859857482184,0.7545139734470899,2.777391026969954,0.009061158914825729
14,policy,0.18562874251497005,0.14728682170542637,0.7642616422342471,2.6404170918784624,-0.003633687481432557
15,policy,0.2932692307692308,0.03365384615384615,0.7951743368299661,2.764079681233332,-0.015770703295247768
16,policy,0.2903225806451613,0.0,0.7754535973140412,2.590799722392328,0.0019073167125147616
17,policy,0.2426470588235294,0.020512820512820513,0.7686188789621685,2.8037152459270094,0.017838348065917886
18,policy,0.3009950248756219,0.06281407035175879,0.7951031529987529,2.6023622233688397,0.020082681594494778
19,policy,0.2909090909090909,0.041666666666666664,0.780963934922718,2.8065793551819262,0.02487863000607704
20,policy,0.24880382775119617,0.06040268456375839,0.7712032254170877,2.607352364780902,0.04749159987109297
21,policy,0.23323615160349853,0.05053191489361702,0.7646016770231192,2.606354771786631,-0.03
22,policy,0.24507042253521127,0.08040201005025126,0.7500258809013707,2.413099603188826,0.0452848516358606
23,policy,0.2857142857142857,0.058823529411764705,0.8065780487111596,2.5175483228445943,0.010324255692928386
24,policy,0.27901785714285715,0.006993006993006993,0.7912449687747433,2.5334383704490415,0.023384826367678357
25,policy,0.2808022922636103,0.13917525773195877,0.7952496512922861,2.6289273884566997,0.04554343260508431
26,policy,0.28254847645429365,0.19419642857142858,0.7978110084605774,2.621716193532554,-0.028828029077671236
27,policy,0.28211586901763225,0.024875621890547265,0.7728444301325119,2.8343062912134434,0.022788729030893018
28,policy,0.28370786516853935,0.08753315649867374,0.7849101916377095,2.75440073097171,-0.03
29,policy,0.2659846547314578,0.014814814814814815,0.7841903423022298,2.857527759292645,0.0
30,policy,0.3412698412698413,0.05764411027568922,0.8013312248832649,2.5663485962849033,0.0350188452185094
31,policy,0.26229508196721313,0.22015915119363394,0.7955086922300223,2.8113026692181364,0.027089785030489866
32,policy,0.25742574257425743,0.01904761904761905,0.7728729493648769,2.824955745475658,0.023827296654985952
33,policy,0.25384615384615383,0.050761421319796954,0.7807884406976232,2.7594993998625026,0.01942684705470943
34,policy,0.25290697674418605,0.11315789473684211,0.8025950159195175,2.622817623593036,0.028579646736899278
35,policy,0.26616915422885573,0.005,0.7775568267849794,2.5068493081529004,0.029589187268117767
36,policy,0.2776349614395887,0.107981220657277,0.782432802693637,2.649659926684074,0.03101073662484244
37,policy,0.23195876288659795,0.06157635467980296,0.7664679732719729,2.8093399726080466,0.020206862745799636
38,policy,0.2772020725388601,0.054455445544554455,0.7852054577955669,2.6441746343886297,-0.0024157705627212422
39,policy,0.286783042394015,0.07213930348258707,0.7944245042572011,2.6242966060197905,0.04675324568127803
