seed,arm,homeownership_rate,rental_vacancy_rate,mean_ltv_owner_occupier,mean_lti_owner_occupier,annual_appreciation_g
21,baseline,0.21763085399449036,0.09343434343434344,0.7596473391921136,2.5862661770567748,0.012453095242621837
22,baseline,0.2628398791540785,0.1784776902887139,0.8204653991096039,2.5129297846387098,-0.0019222966594979463
23,baseline,0.27298850574712646,0.16336633663366337,0.7814682572160953,2.6200129389128355,0.06877850281044862
24,baseline,0.3134715025906736,0.10301507537688442,0.7910867152436653,2.4603472929130814,0.024426862787331194
25,baseline,0.2582781456953642,0.211340206185567,0.791800101228314,2.603081688363897,-0.0014493322905561046
26,baseline,0.30344827586206896,0.03424657534246575,0.779745976215801,2.674251631859442,0.024156796681563453
27,baseline,0.2699228791773779,0.05808080808080808,0.7743200034206711,2.562415900785615,-0.010681654235739302
28,baseline,0.271689497716895,0.011655011655011656,0.7793944730882985,2.5228377877393307,0.03741932977876705
29,baseline,0.3059490084985836,0.1174934725848564,0.7913917760224716,2.545274725445157,0.042113326143472296
30,baseline,0.23872679045092837,0.08040201005025126,0.7496703336234404,2.4906290824893795,-0.03
31,baseline,0.31645569620253167,0.07711442786069651,0.7795707148691611,2.6909808176750847,0.009621172662281241
32,baseline,0.23543123543123542,0.05442176870748299,0.7585084797482161,2.737849785845817,0.13126899999083053
33,baseline,0.2589641434262948,0.0,0.7602395194101962,2.491002137203079,0.09279758579907504
34,baseline,0.23929471032745592,0.08845208845208845,0.7775354412538075,2.4822735858310465,0.002039454542805741
35,baseline,0.2415966386554622,0.006437768240343348,0.760582191470363,2.493002769488708,0.05794274496644425
36,baseline,0.2026315789473684,0.0951219512195122,0.752384036178762,2.7337105279364806,0.025228955679763576
37,baseline,0.21479713603818615,0.07424593967517401,0.7692170850962445,2.6561472341827628,0.0
38,baseline,0.30217391304347824,0.02631578947368421,0.7750643571984746,2.4885638910368937,0.026696947296304785
39,baseline,0.23482849604221637,0.02197802197802198,0.7732937448695111,2.7813618951583994,0.029862141077689364
0,policy,0.21944444444444444,0.1111111111111111,0.7613412119334595,2.7233203662113152,0.019196338875456798
1,policy,0.27932960893854747,0.06218905472636816,0.7892724228686414,2.696730868537441,-0.00931521645083222
2,policy,0.21568627450980393,0.06264501160092807,0.7612730050969132,2.569748630109791,-0.012353911475241008
3,policy,0.25826446280991733,0.047619047619047616,0.7525533845383542,2.615598181388897,0.03475458102039641
4,policy,0.2438423645320197,0.005194805194805195,0.7778010144636964,2.6184459404903966,-0.0179335765198122
5,policy,0.23869346733668342,0.044226044226044224,0.7720873699924823,2.707826277268271,0.03126376517915386
6,policy,0.19194312796208532,0.03140096618357488,0.7429906981109866,2.5089874083159973,-0.0025927446011275723
7,policy,0.26216216216216215,0.08521303258145363,0.7885102663945617,2.811731126734063,0.04244110374739263
8,policy,0.28415300546448086,0.10579345088161209,0.78313845161947,2.6558499011342698,0.029522027375439297
9,policy,0.29545454545454547,0.11805555555555555,0.773090641801963,2.458602164766732,0.0
10,policy,0.2390852390852391,0.06504065040650407,0.7660386382329867,2.5522434149541846,0.0
11,policy,0.2505592841163311,0.02696629213483146,0.7593044955104309,2.549245884312254,0.07802306265515324
12,policy,0.3144208037825059,0.040865384615384616,0.7829734850493822,2.5225481312872065,-0.03
13,policy,0.2558139534883721,0.11794871794871795,0.7856675149780483,2.7993105492102193,0.043300913584119805
14,policy,0.2599118942731278,0.038636363636363635,0.7753559546757659,2.6752907464109525,0.04581026428125412
15,policy,0.24930747922437674,0.0636604774535809,0.7636575644624902,2.6468823727508166,0.03764269618038729
16,policy,0.2679900744416873,0.0,0.7675249946157495,2.6825975896666936,0.020561095504917803
17,policy,0.24043715846994534,0.10079575596816977,0.7801289537153805,2.6969536620216346,0.006433108197747561
18,policy,0.2542372881355932,0.03414634146341464,0.7814478701859767,2.530968754741227,0.06375700575688192
19,policy,0.25057471264367814,0.016018306636155607,0.7615654891433249,2.5123710149690925,9.155895830237348e-05
20,policy,0.2447058823529412,0.06108597285067873,0.7746816750422593,2.6823857917376217,0.06050887050581011
21,policy,0.20334261838440112,0.1141439205955335,0.7681038035492993,2.7020670803458424,0.027289593328114092
22,policy,0.26536312849162014,0.15601023017902813,0.7833135031652235,2.569846090300131,0.027484009165704038
23,policy,0.2676767676767677,0.03217821782178218,0.7707270831773757,2.6579324653600076,-0.013540865464838459
24,policy,0.28663793103448276,0.02466367713004484,0.7803879369466942,2.4936431944954762,0.06871117675466953
25,policy,0.25,0.16802168021680217,0.7638332530002626,2.5628066057935017,-0.00038908733593667755
26,policy,0.2217741935483871,0.016227180527383367,0.7584527843082178,2.478005944801576,0.018449842662658256
27,policy,0.24473684210526317,0.05221932114882506,0.7678077339023472,2.6244326239141835,0.00991174333359579
28,policy,0.271356783919598,0.0532994923857868,0.7863699600825944,2.678853229228794,0.02551094164639811
29,policy,0.2818181818181818,0.03537735849056604,0.7773357896213907,2.422362192299808,0.0021804288568925134
30,policy,0.26038781163434904,0.1275,0.7767685464898644,2.6691886311186948,0.03542782741061101
31,policy,0.23450134770889489,0.09560723514211886,0.7712775400584856,2.7167658362316764,-0.03
32,policy,0.22268907563025211,0.027896995708154508,0.7524419665600469,2.775759365712036,0.00044643233965846463
33,policy,0.21784232365145229,0.019027484143763214,0.7481362879468593,2.5545151776128696,0.012298642817041294
34,policy,0.23979591836734693,0.06426735218508997,0.7647157353290505,2.528225277381084,0.09177986026431562
35,policy,0.248868778280543,0.08207343412526998,0.7776124168000887,2.658218647438724,0.009274680962981563
36,policy,0.2263681592039801,0.05048076923076923,0.7495580978697812,2.483101065828852,-0.029860092848969844
37,policy,0.27972027972027974,0.02358490566037736,0.7733608029105628,2.550463891197008,0.038459245156618804
38,policy,0.2702702702702703,0.12264150943396226,0.7743341088494515,2.5278944226584543,0.007299568538261969
39,policy,0.21008403361344538,0.06442577030812324,0.7579906704381889,2.734472595490943,0.000889473196089785
